SALESORDERHEADERKEY,SALESORDERID,ORDERDATE,DUEDATE,SHIPDATE,STATUSODER,ISONLINE,PURCHASEORDERNUMBER,SALESORDERNUMBER,CUSACCOUNT,SALESPERSONID,CUSTOMERKEY,SALESPERSONKEY,SALESPEREXPLAIN,TERRITORYKEY,CURRENCYRATEKEY,CURRENCYEXPLAIN,CREDITCARDKEY,CREDITCARDEXPLAIN,SHIPMETHODKEY,DATEKEYORDER,DATEKEYDUE,DATEKEYSHIP,CREDITCARDAPPROVALCODE,SUBTOTAL,TAX,SHIPPINGFEE,TOTALAMOUNT,CUMULATIVEAMOUNT,ORDERCOUNT,RECENCY,FREQUENCY,MONETARY,PAYMETHOD,FRAUDSTATUS,SALESHEADERMODIFIEDDATE,ISCURRENT
35925,74377,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74377,10-4030-011235,,1469,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,17442,Have CreditCard,1,20140607,20140619,20140614,720692Vi73007,63.47,5.08,1.59,70.13,123175079.88,27659,4085,2,152.98,CreditCard,Normal,2014-06-14,True
35926,74379,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74379,10-4030-011182,,1416,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,11662,Have CreditCard,1,20140607,20140619,20140614,321222Vi42974,38.98,3.12,0.97,43.07,123175122.95,27659,4085,2,89.79,CreditCard,Normal,2014-06-14,True
35927,74380,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74380,10-4030-026170,,19236,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,17261,Have CreditCard,1,20140607,20140619,20140614,221465Vi72045,28.99,2.32,0.72,32.03,123175154.98,27659,4085,1,32.03,CreditCard,Normal,2014-06-14,True
35928,74381,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74381,10-4030-013762,,3996,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,13449,Have CreditCard,1,20140607,20140619,20140614,221714Vi51976,42.97,3.44,1.07,47.48,123175202.46,27659,4085,4,253.04,CreditCard,Normal,2014-06-14,True
35929,74382,2014-06-07,2014-06-19,2014-06-14,Shipped,True,Unknown,SO74382,10-4030-026595,,21469,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,-1,Have No CreditCard,1,20140607,20140619,20140614,Unknown,24.99,2.0,0.62,27.61,123175230.07,27659,4085,1,27.61,Other,Normal,2014-06-14,True
35930,74429,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74429,10-4030-023093,,16159,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,16678,Have CreditCard,1,20140608,20140620,20140615,122730Vi69063,69.97,5.6,1.75,77.32,123175307.39,27659,4084,1,77.32,CreditCard,Normal,2014-06-15,True
35931,74432,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74432,10-4030-013944,,4178,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,6055,Have CreditCard,1,20140608,20140620,20140615,1224133Vi28944,9.99,0.8,0.25,11.04,123175318.43,27659,4084,4,176.94,CreditCard,Normal,2014-06-15,True
35932,74430,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74430,10-4030-021734,,14800,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,12291,Have CreditCard,1,20140608,20140620,20140615,523292Vi46016,14.98,1.2,0.37,16.55,123175334.98,27659,4084,1,16.55,CreditCard,Normal,2014-06-15,True
35933,74431,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74431,10-4030-013267,,3501,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,23861,Have CreditCard,1,20140608,20140620,20140615,1223638Vi97612,14.98,1.2,0.37,16.55,123175351.53,27659,4084,4,138.04,CreditCard,Normal,2014-06-15,True
35934,74433,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74433,10-4030-023363,,16429,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,2389,Have CreditCard,1,20140608,20140620,20140615,325793Vi9643,4.99,0.4,0.12,5.51,123175357.04,27659,4084,1,5.51,CreditCard,Normal,2014-06-15,True
35935,74434,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74434,10-4030-014361,,4595,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,8434,Have CreditCard,1,20140608,20140620,20140615,825936Vi40907,106.96,8.56,2.67,118.19,123175475.23,27659,4084,1,118.19,CreditCard,Normal,2014-06-15,True
35936,74435,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74435,10-4030-016576,,6810,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,-1,Have No CreditCard,1,20140608,20140620,20140615,Unknown,149.46,11.96,3.74,165.15,123175640.38,27659,4084,1,165.15,Other,Normal,2014-06-15,True
35937,74436,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74436,10-4030-027315,,22189,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,19189,Have CreditCard,1,20140608,20140620,20140615,1228667Vi81809,68.97,5.52,1.72,76.21,123175716.59,27659,4084,1,76.21,CreditCard,Normal,2014-06-15,True
35938,74437,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74437,10-4030-014999,,5233,-1,Have No SalesPerson,10,-1,Have No CurrencyRate,3460,Have CreditCard,1,20140608,20140620,20140615,428854Vi15266,15.23,1.22,0.38,16.83,123175733.42,27659,4084,2,63.55,CreditCard,Normal,2014-06-15,True
35939,74438,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74438,10-4030-028897,,23771,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,-1,Have No CreditCard,1,20140608,20140620,20140615,Unknown,39.98,3.2,1.0,44.18,123175777.6,27659,4084,1,44.18,Other,Normal,2014-06-15,True
35940,74439,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74439,10-4030-012792,,3026,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,6452,Have CreditCard,1,20140608,20140620,20140615,530030Vi30891,76.97,6.16,1.92,85.05,123175862.65,27659,4084,1,85.05,CreditCard,Normal,2014-06-15,True
35941,74440,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74440,10-4030-012911,,3145,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,356,Have CreditCard,1,20140608,20140620,20140615,130439Vi1599,30.97,2.48,0.77,34.22,123175896.87,27659,4084,1,34.22,CreditCard,Normal,2014-06-15,True
35942,74441,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74441,10-4030-011552,,1786,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,1462,Have CreditCard,1,20140608,20140620,20140615,330826Vi4693,34.99,2.8,0.87,38.66,123175935.53,27659,4084,1,38.66,CreditCard,Normal,2014-06-15,True
35943,74427,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74427,10-4030-016370,,6604,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,2223,Have CreditCard,1,20140608,20140620,20140615,1122033Vi8665,32.6,2.61,0.82,36.02,123175971.55,27659,4063,3,146.41,CreditCard,Normal,2014-06-15,True
35944,74416,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74416,10-4030-012040,,2274,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,18189,Have CreditCard,1,20140608,20140620,20140615,1016673Vi76806,8.99,0.72,0.22,9.93,123175981.48,27659,4084,2,56.65,CreditCard,Normal,2014-06-15,True
35945,74417,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74417,10-4030-012690,,2924,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,2,Have CreditCard,1,20140608,20140620,20140615,817012Vi13,32.27,2.58,0.81,35.66,123176017.14,27659,4069,3,218.3,CreditCard,Normal,2014-06-15,True
35946,74418,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74418,10-4030-025028,,18094,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,14812,Have CreditCard,1,20140608,20140620,20140615,417459Vi59033,23.78,1.9,0.59,26.28,123176043.42,27659,4084,1,26.28,CreditCard,Normal,2014-06-15,True
35947,74419,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74419,10-4030-028960,,23834,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,4255,Have CreditCard,1,20140608,20140620,20140615,1218402Vi19652,49.97,4.0,1.25,55.22,123176098.64,27659,4084,1,55.22,CreditCard,Normal,2014-06-15,True
35948,74420,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74420,10-4030-013157,,3391,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,455,Have CreditCard,1,20140608,20140620,20140615,118551Vi2080,34.99,2.8,0.87,38.66,123176137.3,27659,4084,2,66.27,CreditCard,Normal,2014-06-15,True
35949,74421,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74421,10-4030-019953,,13019,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,13194,Have CreditCard,1,20140608,20140620,20140615,819230Vi50628,22.97,1.84,0.57,25.38,123176162.68,27659,4084,2,53.54,CreditCard,Normal,2014-06-15,True
35950,74423,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74423,10-4030-029244,,24118,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,2176,Have CreditCard,1,20140608,20140620,20140615,320971Vi8434,31.27,2.5,0.78,34.55,123176197.23,27659,4084,1,34.55,CreditCard,Normal,2014-06-15,True
35951,74424,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74424,10-4030-011659,,1893,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,21305,Have CreditCard,1,20140608,20140620,20140615,421504Vi83459,21.49,1.72,0.54,23.75,123176220.98,27659,4084,5,259.69,CreditCard,Normal,2014-06-15,True
35952,74422,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74422,10-4030-011236,,1470,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,2633,Have CreditCard,1,20140608,20140620,20140615,320693Vi10936,38.98,3.12,0.97,43.07,123176264.05,27659,4084,2,125.92,CreditCard,Normal,2014-06-15,True
35953,74425,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74425,10-4030-011223,,1457,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,12751,Have CreditCard,1,20140608,20140620,20140615,921667Vi48369,49.48,3.96,1.24,54.68,123176318.73,27659,4084,27,1331.95,CreditCard,Normal,2014-06-15,True
35954,74426,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74426,10-4030-027911,,22785,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,19104,Have CreditCard,1,20140608,20140620,20140615,221766Vi81345,25.48,2.04,0.64,28.16,123176346.89,27659,4084,1,28.16,CreditCard,Normal,2014-06-15,True
35955,74428,2014-06-08,2014-06-20,2014-06-15,Shipped,True,Unknown,SO74428,10-4030-024443,,17509,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,7364,Have CreditCard,1,20140608,20140620,20140615,1022407Vi35601,34.89,2.79,0.87,38.55,123176385.44,27659,4084,1,38.55,CreditCard,Normal,2014-06-15,True
35956,74456,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74456,10-4030-015574,,5808,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,21616,Have CreditCard,1,20140609,20140621,20140616,225426Vi85077,127.28,10.18,3.18,140.64,123176526.08,27659,4083,1,140.64,CreditCard,Normal,2014-06-16,True
35957,74457,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74457,10-4030-019150,,12216,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,13210,Have CreditCard,1,20140609,20140621,20140616,325887Vi50728,30.97,2.48,0.77,34.22,123176560.3,27659,4083,2,72.87,CreditCard,Normal,2014-06-16,True
35958,74458,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74458,10-4030-016188,,6422,-1,Have No SalesPerson,10,-1,Have No CurrencyRate,5760,Have CreditCard,1,20140609,20140621,20140616,726467Vi27327,56.97,4.56,1.42,62.95,123176623.25,27659,4083,2,107.13,CreditCard,Normal,2014-06-16,True
35959,74459,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74459,10-4030-018155,,8389,-1,Have No SalesPerson,10,-1,Have No CurrencyRate,4524,Have CreditCard,1,20140609,20140621,20140616,426576Vi21037,86.46,6.92,2.16,95.54,123176718.79,27659,4083,2,149.65,CreditCard,Normal,2014-06-16,True
35960,74460,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74460,10-4030-012405,,2639,-1,Have No SalesPerson,10,-1,Have No CurrencyRate,6683,Have CreditCard,1,20140609,20140621,20140616,126819Vi31954,36.59,2.93,0.91,40.43,123176759.22,27659,4083,1,40.43,CreditCard,Normal,2014-06-16,True
35961,74462,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74462,10-4030-022703,,15769,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,15836,Have CreditCard,1,20140609,20140621,20140616,1128785Vi64490,68.97,5.52,1.72,76.21,123176835.43,27659,4083,1,76.21,CreditCard,Normal,2014-06-16,True
35962,74463,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74463,10-4030-011566,,1800,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,-1,Have No CreditCard,1,20140609,20140621,20140616,Unknown,36.27,2.9,0.91,40.08,123176875.51,27659,4083,25,1112.55,Other,Normal,2014-06-16,True
35963,74464,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74464,10-4030-011186,,1420,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,2530,Have CreditCard,1,20140609,20140621,20140616,229252Vi10393,37.29,2.98,0.93,41.21,123176916.72,27659,4083,2,45.62,CreditCard,Normal,2014-06-16,True
35964,74465,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74465,10-4030-011733,,1967,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,1651,Have CreditCard,1,20140609,20140621,20140616,129344Vi5638,159.99,12.8,4.0,176.79,123177093.51,27659,4083,2,215.45,CreditCard,Normal,2014-06-16,True
35965,74466,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74466,10-4030-015856,,6090,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,7622,Have CreditCard,1,20140609,20140621,20140616,1229672Vi36775,36.96,2.96,0.92,40.84,123177134.35,27659,4083,3,169.29,CreditCard,Normal,2014-06-16,True
35966,74467,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74467,10-4030-017338,,7572,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,17993,Have CreditCard,1,20140609,20140621,20140616,1129873Vi75874,44.91,3.59,1.12,49.63,123177183.98,27659,4083,3,101.84,CreditCard,Normal,2014-06-16,True
35967,74468,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74468,10-4030-017126,,7360,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,11704,Have CreditCard,1,20140609,20140621,20140616,1229936Vi43188,56.97,4.56,1.42,62.95,123177246.93,27659,4083,2,140.29,CreditCard,Normal,2014-06-16,True
35968,74469,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74469,10-4030-013072,,3306,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,5411,Have CreditCard,1,20140609,20140621,20140616,830105Vi25623,35.0,2.8,0.88,38.68,123177285.61,27659,4083,2,171.28,CreditCard,Normal,2014-06-16,True
35969,74461,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74461,10-4030-023447,,16513,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,7963,Have CreditCard,1,20140609,20140621,20140616,327802Vi38550,6.28,0.5,0.16,6.94,123177292.55,27659,4083,1,6.94,CreditCard,Normal,2014-06-16,True
35970,74454,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74454,10-4030-019863,,12929,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,753,Have CreditCard,1,20140609,20140621,20140616,923975Vi3636,69.99,5.6,1.75,77.34,123177369.89,27659,4083,1,77.34,CreditCard,Normal,2014-06-16,True
35971,74455,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74455,10-4030-011211,,1445,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,22798,Have CreditCard,1,20140609,20140621,20140616,524111Vi91761,69.99,5.6,1.75,77.34,123177447.23,27659,4083,17,876.87,CreditCard,Normal,2014-06-16,True
35972,74442,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74442,10-4030-025027,,18093,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,6539,Have CreditCard,1,20140609,20140621,20140616,1217455Vi31266,60.47,4.84,1.51,66.82,123177514.05,27659,4083,1,66.82,CreditCard,Normal,2014-06-16,True
35973,74443,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74443,10-4030-016488,,6722,-1,Have No SalesPerson,9,-1,Have No CurrencyRate,-1,Have No CreditCard,1,20140609,20140621,20140616,Unknown,112.47,9.0,2.81,124.28,123177638.33,27659,4083,2,256.82,Other,Normal,2014-06-16,True
35974,74444,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74444,10-4030-027989,,22863,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,17510,Have CreditCard,1,20140609,20140621,20140616,1020732Vi73397,3.99,0.32,0.1,4.41,123177642.74,27659,4083,1,4.41,CreditCard,Normal,2014-06-16,True
35975,74445,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74445,10-4030-027507,,22381,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,5702,Have CreditCard,1,20140609,20140621,20140616,1221537Vi27036,27.77,2.22,0.69,30.69,123177673.43,27659,4083,1,30.69,CreditCard,Normal,2014-06-16,True
35976,74446,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74446,10-4030-011262,,1496,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,-1,Have No CreditCard,1,20140609,20140621,20140616,Unknown,27.28,2.18,0.68,30.14,123177703.57,27659,4068,27,1245.13,Other,Normal,2014-06-16,True
35977,74447,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74447,10-4030-011277,,1511,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,2765,Have CreditCard,1,20140609,20140621,20140616,621929Vi11678,25.48,2.04,0.64,28.16,123177731.73,27659,4074,27,1585.65,CreditCard,Normal,2014-06-16,True
35978,74448,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74448,10-4030-026103,,19169,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,23914,Have CreditCard,1,20140609,20140621,20140616,822516Vi97873,32.27,2.58,0.81,35.66,123177767.39,27659,4083,1,35.66,CreditCard,Normal,2014-06-16,True
35979,74449,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74449,10-4030-023461,,16527,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,13086,Have CreditCard,1,20140609,20140621,20140616,822625Vi50108,34.98,2.8,0.87,38.65,123177806.04,27659,4083,1,38.65,CreditCard,Normal,2014-06-16,True
35980,74450,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74450,10-4030-015868,,6102,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,23801,Have CreditCard,1,20140609,20140621,20140616,322850Vi97312,61.08,4.89,1.53,67.49,123177873.53,27659,4062,3,183.99,CreditCard,Normal,2014-06-16,True
35981,74451,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74451,10-4030-014632,,4866,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,7962,Have CreditCard,1,20140609,20140621,20140616,923076Vi38540,71.58,5.73,1.79,79.1,123177952.63,27659,4083,3,172.99,CreditCard,Normal,2014-06-16,True
35982,74452,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74452,10-4030-022781,,15847,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,15971,Have CreditCard,1,20140609,20140621,20140616,523304Vi65200,37.27,2.98,0.93,41.18,123177993.81,27659,4083,1,41.18,CreditCard,Normal,2014-06-16,True
35983,74453,2014-06-09,2014-06-21,2014-06-16,Shipped,True,Unknown,SO74453,10-4030-021341,,14407,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,6720,Have CreditCard,1,20140609,20140621,20140616,223530Vi32156,14.98,1.2,0.37,16.55,123178010.36,27659,4083,1,16.55,CreditCard,Normal,2014-06-16,True
35984,74484,2014-06-10,2014-06-22,2014-06-17,Shipped,True,Unknown,SO74484,10-4030-024667,,17733,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,-1,Have No CreditCard,1,20140610,20140622,20140617,Unknown,36.59,2.93,0.91,40.43,123178050.79,27659,4082,1,40.43,Other,Normal,2014-06-17,True
35985,74487,2014-06-10,2014-06-22,2014-06-17,Shipped,True,Unknown,SO74487,10-4030-013096,,3330,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,17620,Have CreditCard,1,20140610,20140622,20140617,323247Vi73922,29.99,2.4,0.75,33.14,123178083.93,27659,4082,4,254.91,CreditCard,Normal,2014-06-17,True
35986,74488,2014-06-10,2014-06-22,2014-06-17,Shipped,True,Unknown,SO74488,10-4030-012431,,2665,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,7147,Have CreditCard,1,20140610,20140622,20140617,824304Vi34421,69.99,5.6,1.75,77.34,123178161.27,27659,4082,4,248.1,CreditCard,Normal,2014-06-17,True
35987,74489,2014-06-10,2014-06-22,2014-06-17,Shipped,True,Unknown,SO74489,10-4030-018555,,11621,-1,Have No SalesPerson,4,-1,Have No CurrencyRate,17871,Have CreditCard,1,20140610,20140622,20140617,324474Vi75241,4.99,0.4,0.12,5.51,123178166.78,27659,4082,1,5.51,CreditCard,Normal,2014-06-17,True
35988,74490,2014-06-10,2014-06-22,2014-06-17,Shipped,True,Unknown,SO74490,10-4030-022969,,16035,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,14116,Have CreditCard,1,20140610,20140622,20140617,825250Vi55490,39.98,3.2,1.0,44.18,123178210.96,27659,4082,1,44.18,CreditCard,Normal,2014-06-17,True
35989,74491,2014-06-10,2014-06-22,2014-06-17,Shipped,True,Unknown,SO74491,10-4030-022771,,15837,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,6311,Have CreditCard,1,20140610,20140622,20140617,925279Vi30192,76.96,6.16,1.92,85.04,123178296.0,27659,4082,1,85.04,CreditCard,Normal,2014-06-17,True
35990,74492,2014-06-10,2014-06-22,2014-06-17,Shipped,True,Unknown,SO74492,10-4030-015381,,5615,-1,Have No SalesPerson,1,-1,Have No CurrencyRate,7009,Have CreditCard,1,20140610,20140622,20140617,125491Vi33599,4.99,0.4,0.12,5.51,123178301.51,27659,4082,1,5.51,CreditCard,Normal,2014-06-17,True
35991,74493,2014-06-10,2014-06-22,2014-06-17,Shipped,True,Unknown,SO74493,10-4030-019411,,12477,-1,Have No SalesPerson,6,-1,Have No CurrencyRate,5712,Have CreditCard,1,20140610,20140622,20140617,1225900Vi27089,39.98,3.2,1.0,44.18,123178345.69,27659,4082,2,77.32,CreditCard,Normal,2014-06-17,True
35992,74494,2014-06-10,2014-06-22,2014-06-17,Shipped,True,Unknown,SO74494,10-4030-028466,,23340,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,1395,Have CreditCard,1,20140610,20140622,20140617,426280Vi4386,119.98,9.6,3.0,132.58,123178478.27,27659,4082,1,132.58,CreditCard,Normal,2014-06-17,True
35993,74495,2014-06-10,2014-06-22,2014-06-17,Shipped,True,Unknown,SO74495,10-4030-016583,,6817,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,7279,Have CreditCard,1,20140610,20140622,20140617,1126562Vi35090,42.28,3.38,1.06,46.72,123178524.99,27659,4082,1,46.72,CreditCard,Normal,2014-06-17,True
35994,74496,2014-06-10,2014-06-22,2014-06-17,Shipped,True,Unknown,SO74496,10-4030-022482,,15548,-1,Have No SalesPerson,8,-1,Have No CurrencyRate,21706,Have CreditCard,1,20140610,20140622,20140617,827495Vi85656,39.98,3.2,1.0,44.18,123178569.17,27659,4082,1,44.18,CreditCard,Normal,2014-06-17,True
35995,74497,2014-06-10,2014-06-22,2014-06-17,Shipped,True,Unknown,SO74497,10-4030-020938,,14004,-1,Have No SalesPerson,10,-1,Have No CurrencyRate,19309,Have CreditCard,1,20140610,20140622,20140617,827845Vi82400,84.97,6.8,2.12,93.89,123178663.06,27659,4082,1,93.89,CreditCard,Normal,2014-06-17,True
35996,74498,2014-06-10,2014-06-22,2014-06-17,Shipped,True,Unknown,SO74498,10-4030-020919,,13985,-1,Have No SalesPerson,7,-1,Have No CurrencyRate,1642,Have CreditCard,1,20140610,20140622,20140617,1128057Vi5548,6.28,0.5,0.16,6.94,123178670.0,27659,4082,1,6.94,CreditCard,Normal,2014-06-17,True
35997,74499,2014-06-10,2014-06-22,2014-06-17,Shipped,True,Unknown,SO74499,10-4030-014196,,4430,-1,Have No SalesPerson,10,-1,Have No CurrencyRate,2658,Have CreditCard,1,20140610,20140622,20140617,428180Vi11086,68.97,5.52,1.72,76.21,123178746.21,27659,4082,2,152.42,CreditCard,Normal,2014-06-17,True
