WORKORDERROUTINGKEY,WORKORDERID,PRODUCTID,PRODUCTKEY,OPERATIONSEQUENCE,LOCATIONID,LOCATIONNAME,COSTRATE,AVAILABILITY,LOCATIONMODIFIEDDATE,SCHEDULEDSTARTDATE,SCHEDULEDENDDATE,ACTUALSTARTDATE,ACTUALENDDATE,ACTUALRESOURCEHRS,PLANNEDCOST,ACTUALCOST,ROUTINGMODIFIEDDATE,SCRAPREASONNAME,SCRAPMODIFIEDDATE,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
55680,52559,780,20,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,3ea965be3fd62983182df45a60fcdb97e2984e24a471dcc85219e8cb08107ec0
55681,52560,781,21,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,334f8c484f8a6aca13e34d7eef1b57255bb3d5987ef0ee913eac0575e095db03
55682,52561,782,22,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,af75470ace7403c684de0d01dcf0bcdaed230cdfa21bbd66cfe409c258cf082d
55683,52562,783,23,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,444f59d0a984b479330fe1352908d95f57af04d294e839ecbc5065453fbc008d
55684,52563,784,24,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,a5ec199237b146195242233876775886f03c39748870d4c3511bf1b7641d747c
55685,52564,794,318,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,1f1f39b44f92c7ba7554166a7e8366c27cc1fae27b6d2581b562bb3d0a634e29
55686,52565,795,324,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,1337a5bc6050c3a22ab08221c2ddcad5a80b3ff73c09eed760a7d4a337d5f8fb
55687,52566,798,338,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,a8a91d307b1ef7be8f18a28737078fd05a8cd0a35893c2e1bcfc7c9a06279b10
55688,52567,800,336,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,14d8a22b2d8c5f2e4ccb20789fcddcf63d2b76a5244d2fb796b2ce304a93179b
55689,52568,957,509,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,0b49ad03edeaa592752df88393d52a837ed754d17fb5d25f43aa63f7abde702d
55690,52569,965,520,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,c51fd4996bd47917a5a4d7501fc447122bfb677888088f659ac9b3cac8c016c7
55691,52570,966,513,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,5d1f1ba8903e48fc7e51dc3bf4098af4e15b397c44b5cea1f57bca130b5cfc91
55692,52571,969,510,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,4171d6c15ad91933283d3062083113c9efc7c507aeb392436e60b8a03026fd5a
55693,52572,975,328,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,c5001e491dcd7c926579f154d3dd389b44d731edbd5c487dc3ec032317fccb56
55694,52573,976,329,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,65fb585a477eaecb616955318763bcd6fd169a859c3a3a50ddb6dc700c35a1aa
55695,52574,977,352,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,3662c3443006d1db780457b30503d6e4935d1033e6f26947af1c40c3dbcd000c
55696,52575,980,29,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,c7b4a307e5a842a5efd8a4df8c6cdf5a9de318cefa907b6c86d77e0debd0a329
55697,52576,982,31,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,c478f2f798562581e21958d783ca3be2795951293d3729dfd085ac1feb9b44e1
55698,52577,992,41,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,e199595d98037d33d7e79cd650bc4f662cc59ee8bfab553b1489fa620b5dcabb
55699,52578,997,353,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,3cd98ee7d94dca1feed8d1c73ceeb47d1c1096f059dd6b0ca9c3f6489099668e
55700,52579,998,354,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,c2c0d6b251683342682f96ccd61bdd21a21984c6d6672dcd74665c3b3968798b
55701,52580,999,355,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,a4ea4a342541efd2bc73004d21dee6b00a085aba40e510670e2a8d35fe46beaf
55702,52581,514,60,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,cf663935d5508fe69ccbd56756590712606cfa611ce7d0e4a9759172f04db1c4
55703,52581,514,60,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,efd81cb669fce4bb511c7c42d3d000da4319c82187225519c91422f2002e31fb
55704,52582,516,54,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,ef508afc6721cbc544c7686bf525f11744fe97112aa2dca6929d0c658f81e69f
55705,52582,516,54,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,50d50e8508d172275e70fa690eedf48bb0d10d85ff7e9779227541313c89c5ae
55706,52583,517,59,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,7835d25858f8c93670e35be1a79a735b5b0d74abf050dd31231f46011798cb4e
55707,52583,517,59,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,21e0833f20f0643c32d357acfa9e10cb37cf05ae62579e74e5843ccefbc30b70
55708,52584,518,56,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,114349ce6c4da4c3a79ddb97b78cdf4c226cb42420e2b55066a3960c8f0a1b94
55709,52584,518,56,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,caf462754692315e678f496f503fd942c6219e5bd78bb3733a1a5adfabaea142
55710,52585,519,52,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,f9d82493bbc39605e9723cfef768701c0e242d524483cba1867db18924cfdde1
55711,52585,519,52,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,43abea52be9e2dd924c7c88f07cccfd2ec4439c20ea2c47861bd992b770354a1
55712,52586,520,58,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,bb66acb8ce81e68fd5b7c0c12886f9ed54ca3a35b68b136f1795bb5c76a86591
55713,52586,520,58,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,0ad72276d76efb8b8e5523deb82a5d1bf32d6c314864962f1f35ec4e91ee6e6a
55714,52587,522,53,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,a43b7e07b3c635483351910f64c8537c9eb4f0ab93b52dca0d11dc6e6a63fec2
55715,52587,522,53,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,55b5e5e035671c79c3f89edebabf9cbd3a4d90858e4c28fe5347f70816bf9254
55716,52596,747,406,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.1,92.25,92.25,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,bcd0fb33c59e2efca1760e4f19f7b71e62f8b5da33dee72bb82e9f1d8b2953ea
55717,52596,747,406,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.5,87.5,87.5,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,dcea256f44e3a383c45c33e8e6a48eed8fbb2b8a4a8019fa38c943ff6bcdee16
55718,52596,747,406,3,30,Debur and Polish,14.5,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,1.0,14.5,14.5,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,25068286904c6804be9f1065026208f313eba74209cda84bcd852d33402bbdda
55719,52596,747,406,4,40,Paint,15.75,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,2.0,31.5,31.5,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,897ceea5257eb75d4b22574cd94cab1b96a5e65375474eec4f872ff50a9c2634
55720,52596,747,406,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,539c4fcbd5f6e64dd8a8327b1f303b83cb99be8449674d393db15afdd0139468
55721,52596,747,406,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,ecd827dd7d9d8e185ec047091f6a700e91365997612323ad7d58a946e64ae775
55722,52597,748,400,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.1,92.25,92.25,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,3d598e1955f72b2f3ffe6b769cba9925dde014a52eecae1f83e2314a5455ec72
55723,52597,748,400,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.5,87.5,87.5,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,9e21ef3b9071d7029f60632528adb89257e7c22ad6c218036bafcd999e9eb915
55724,52597,748,400,3,30,Debur and Polish,14.5,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,1.0,14.5,14.5,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,fd426a67401d3c0dced1f902a68c38f6c682e89d24a8d02efb5cd147add9e708
55725,52597,748,400,5,45,Specialized Paint,18.0,80.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,2.0,36.0,36.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,b4da9a3ff0bda75170339db73adbf99f29d1b9c30da2843db5d29836900b8999
55726,52597,748,400,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,0bc0006a10cb52d8ca053d8a42edf515d4cb838f1222c2792e1f5a732d831946
55727,52597,748,400,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,1960ce86c166caf44dee4b1428852cbf60d63ebead8fa8e9d857ce07929a3975
55728,52598,805,468,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,3b3250eebade51269155b7443b7ea98706728ecb427360bf834f7999fa9c27d3
55729,52599,806,467,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,862471f166f6dbf5d8bddbb4aa73e25b830f3f6c59143fd4f5a0f6db75df0f1f
55730,52600,807,466,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,a82c41e8f13e2000650e621beed8de03741c2a9171882e816c6cf7c8433944b2
55731,52601,808,454,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.1,92.25,92.25,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,f76436a4aed2da927c613908ae27e886cf21bb7ff992a2b26b039ab687c41f3f
55732,52601,808,454,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.5,87.5,87.5,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,5b51c2aef83a1526a638415e996697f61e4e011338792de02360f92ad4e4a6fa
55733,52601,808,454,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,88f9346fedd96675ee38b7844689b60ea45dde76567fafbfa3fb85d4f1b04398
55734,52602,810,448,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.1,92.25,92.25,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,d9af9311035ba91739a5334ab1ad0625b9d51ac5c7b56a40b54dc2343dbae36f
55735,52602,810,448,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.5,87.5,87.5,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,5f0e14578f5bd270e37ae271abc9e7d21658e58f8eeff82309c8a201ff1e022b
55736,52602,810,448,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,225293c630f5f92cddf2ef03b9c47def5cc264bb3222ddc4b79990630f0f6efa
55737,52603,811,455,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.1,92.25,92.25,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,1cf3a819c92e8841f0cf7abf2567211ea4e73499f00261bf8e1813547481c466
55738,52603,811,455,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.5,87.5,87.5,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,6d822503da7f9e782dc897b4bea937d3dc2c01471f52f9b50b25a5d04cccb50b
55739,52603,811,455,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,64994d5c579547fabfcc3ecf358115ea05ac0facad0195de00bc9b3c70e7b08d
55740,52604,812,452,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.1,92.25,92.25,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,ad7ff42dd0ea55dd0ae081cd0f2ed1a5d5375b003ae61276502a94b5a26c148f
55741,52604,812,452,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.5,87.5,87.5,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,e9ac7dda2023348dbf24c0963f5c1d73b7255ea809000dcdd2d3c94c2b0a2618
55742,52604,812,452,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,2fc29d0f4292f225449d89ed39a1366bbf67b085e2f4fb0535ed1b20dd3e57f9
55743,52605,813,449,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.1,92.25,92.25,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,85c1fcde7255b08c6f0c83e344be345d0ce62339af3b095a676e3039b7dc7d6d
55744,52605,813,449,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.5,87.5,87.5,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,de4a26d45cd7c2213efcff9a1eb3db14c041a71bff538c1eb420073a001ca495
55745,52605,813,449,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,c48475372eddb07253ac99cebb87656c0fdf9dbdbf195faed9084b40cf89c7f4
55746,52606,815,485,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,60f11b0294ede8865b2bf885b4b069369bdd337c6788d839413da9ff029ceeaa
55747,52607,816,481,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,e12ea2f94ddbf9fe646b491922ab863389068f259a83f5e0b33681a499238e82
55748,52608,818,484,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,74a746b7d1b93146ac55d37a352645a6ff84a2f274f6dc852a2558c6dcf97cb6
55749,52609,819,477,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,1a2f5ce8ce4f24fcf8674a7496571610370abbf4e76dec35c9d3d8f24a2fceb5
55750,52610,820,473,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,74b2e9521f58a37c67e6acf7bbac8972b502624f1073bedbd8e3c3c29ad2d587
55751,52611,821,480,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,a37987b838f3cb171eacd9f1197c5597e3473e9ae4dcda80f298e245e1ef09ac
55752,52612,823,483,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,ae9691b73c28d61ab29e7a0b070d36049657f533dd28d9dd2aa8ac1ff7efb065
55753,52613,824,479,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,eb25d6cdb4d2d0d32236a7d8dd2d08aa3cea258f2b889767ca312a66752d6712
55754,52614,826,482,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,bb78ce12155ea2e29f4772e48110490ee6851175ae00f66f0791a14113f2693c
55755,52615,827,476,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,4ab0f14fbb060fa42d4dfe0718e99115232487568d20d063ae80a05cd4f6cca0
55756,52616,828,472,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,6cf8d4e166794c40939d3d6574f92065b4b409e350194f0218948e1a5e2d67b6
55757,52617,829,478,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,c8e64edfc8a9c7d3403e8845564857cee1644b3db22aaf44b37a1b71ba062746
55758,52627,894,47,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,496f0f21480223f42c35945b91de011b0cebb6a990bc4077633b11983674e3d4
55759,52630,942,408,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.1,92.25,92.25,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,8e851066afe00be85467af80e89107e3bab53886c441e2bf0229759fc24cd841
55760,52630,942,408,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.5,87.5,87.5,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,073443f4afcfb3c2504faac1756f0b33e6c29882c0210544f5353afacdf55b43
55761,52630,942,408,3,30,Debur and Polish,14.5,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,1.0,14.5,14.5,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,eb955a2ffaa72a0bc333c2ecb26f85976343bed44ff6076b63533e1beaff24e0
55762,52630,942,408,5,45,Specialized Paint,18.0,80.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,2.0,36.0,36.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,bbcf894380b79b07c70b70de3005bafe817640b78d9dd8dd221f5d3b1b59cab4
55763,52630,942,408,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,3c6526f8ad27b8858dff71f750f0355f4707ff11a8b565c0af517d88eea24819
55764,52630,942,408,7,60,Final Assembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.0,49.0,49.0,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,5c3e47cc07e51b9f7f4c2efe173219fd2585807be0742f03b7e6fb48e64fdb63
55765,52631,945,48,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.1,92.25,92.25,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,0b6b085ceeebe3d220acc5b6bb31e5f5957ff4816c4c835b1d342f78e61e8cf3
55766,52631,945,48,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,1059e60b549579d78079ed17ff447bfb0823fe959b9141294605d82b829eb60b
55767,52632,946,453,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.1,92.25,92.25,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,592371aa96314068d6d3486e2f95f9e2246872868b365958fa2658ea17eb7d8b
55768,52632,946,453,2,20,Frame Welding,25.0,108.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.5,87.5,87.5,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,60e166573ffc8b108196d78bc56ca964d6a181727f982b6c8aad031b4fd70b57
55769,52632,946,453,6,50,Subassembly,12.25,120.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,3.0,36.75,36.75,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,47428ef00216d0deae76ff7c5948f7811c0f4f7c0af0d2531a5701bb7b25b10b
55770,52633,947,450,1,10,Frame Forming,22.5,96.0,2008-04-30,2013-11-22,2013-12-03,2013-11-22,2013-12-03,4.1,92.25,92.25,2013-12-03,,,True,2006-06-23,9999-12-31 00:00:00,e9f7ffd732eed88105c5936bc8ea7304a83501c319ec8162b099a7269ea412bb
