PURCHASEORDERHEADERKEY,PURCHASEORDERID,REVISIONNUMBER,STATUS,SHIPMETHODKEY,ORDERDATE,SHIPDATE,SUBTOTAL,TAXAMT,FREIGHT,TOTALDUE,PURCHASEMODIFIEDDATE,ISCURRENT
3804,3272,4,4,4,2014-06-11,2014-06-20,132.65,10.61,3.32,146.57,2014-06-20 00:00:00.000,True
3805,3273,4,4,5,2014-06-11,2014-06-20,43878.45,3510.28,1096.96,48485.69,2014-06-20 00:00:00.000,True
3806,3274,4,4,1,2014-06-11,2014-06-20,418.95,33.52,10.47,462.94,2014-06-20 00:00:00.000,True
3807,3275,4,4,4,2014-06-11,2014-06-20,3413.25,273.06,85.33,3771.64,2014-06-20 00:00:00.000,True
3808,3276,4,4,1,2014-06-11,2014-06-20,461.79,36.94,11.54,510.28,2014-06-20 00:00:00.000,True
3809,3277,4,4,4,2014-06-11,2014-06-20,760.41,60.83,19.01,840.25,2014-06-20 00:00:00.000,True
3810,3278,4,4,2,2014-06-11,2014-06-20,37.08,2.97,0.93,40.97,2014-06-20 00:00:00.000,True
3811,3279,6,4,4,2014-06-11,2014-06-20,21558.08,1724.65,538.95,23821.67,2014-06-20 00:00:00.000,True
3812,3280,4,4,4,2014-06-11,2014-06-20,422.1,33.77,10.55,466.42,2014-06-20 00:00:00.000,True
3813,3281,4,4,4,2014-06-12,2014-06-21,45172.05,3613.76,1129.3,49915.12,2014-06-21 00:00:00.000,True
3814,3282,4,4,5,2014-06-12,2014-06-21,273.7,21.9,6.84,302.44,2014-06-21 00:00:00.000,True
3815,3283,4,4,5,2014-06-12,2014-06-21,415.8,33.26,10.4,459.46,2014-06-21 00:00:00.000,True
3816,3284,4,4,5,2014-06-12,2014-06-21,40471.2,3237.7,1011.78,44720.68,2014-06-21 00:00:00.000,True
3817,3285,4,4,5,2014-06-12,2014-06-21,1225.67,98.05,30.64,1354.36,2014-06-21 00:00:00.000,True
3818,3286,4,4,5,2014-06-12,2014-06-21,62092.8,4967.42,1552.32,68612.54,2014-06-21 00:00:00.000,True
3819,3287,4,4,5,2014-06-12,2014-06-21,5948.25,475.86,148.71,6572.82,2014-06-21 00:00:00.000,True
3820,3288,4,4,5,2014-06-12,2014-06-21,91117.95,7289.44,2277.95,100685.33,2014-06-21 00:00:00.000,True
3821,3289,4,4,1,2014-06-12,2014-06-21,525.0,42.0,13.13,580.13,2014-06-21 00:00:00.000,True
3822,3290,4,4,5,2014-06-12,2014-06-21,2003.68,160.29,50.09,2214.07,2014-06-21 00:00:00.000,True
3823,3291,4,4,4,2014-06-12,2014-06-21,26455.28,2116.42,661.38,29233.08,2014-06-21 00:00:00.000,True
3824,3292,4,4,2,2014-06-12,2014-06-21,944.37,75.55,23.61,1043.53,2014-06-21 00:00:00.000,True
3825,3293,4,4,1,2014-06-12,2014-06-21,6993.53,559.48,174.84,7727.85,2014-06-21 00:00:00.000,True
3826,3294,4,4,3,2014-06-12,2014-06-21,36122.63,2889.81,903.07,39915.5,2014-06-21 00:00:00.000,True
3827,3295,4,4,5,2014-06-12,2014-06-21,37843.58,3027.49,946.09,41817.15,2014-06-21 00:00:00.000,True
3828,3296,4,4,4,2014-06-12,2014-06-21,25531.28,2042.5,638.28,28212.06,2014-06-21 00:00:00.000,True
3829,3297,4,4,5,2014-06-13,2014-06-22,773.96,61.92,19.35,855.22,2014-06-22 00:00:00.000,True
3830,3298,4,4,4,2014-06-13,2014-06-22,125.75,10.06,3.14,138.95,2014-06-22 00:00:00.000,True
3831,3299,4,4,5,2014-06-13,2014-06-22,150.79,12.06,3.77,166.62,2014-06-22 00:00:00.000,True
3832,3300,4,4,4,2014-06-13,2014-06-22,360.05,28.8,9.0,397.85,2014-06-22 00:00:00.000,True
3833,3301,4,4,2,2014-06-13,2014-06-22,8847.3,707.78,221.18,9776.27,2014-06-22 00:00:00.000,True
3834,3302,4,4,5,2014-06-13,2014-06-22,171.08,13.69,4.28,189.04,2014-06-22 00:00:00.000,True
3835,3303,4,4,4,2014-06-13,2014-06-22,20397.3,1631.78,509.93,22539.02,2014-06-22 00:00:00.000,True
3836,3304,4,3,3,2014-06-13,2014-06-22,14628.08,1170.25,365.7,16164.02,2014-06-22 00:00:00.000,True
3837,3305,4,4,3,2014-06-13,2014-06-22,58685.55,4694.84,1467.14,64847.53,2014-06-22 00:00:00.000,True
3838,3306,4,4,4,2014-06-13,2014-06-22,481.89,38.55,12.05,532.49,2014-06-22 00:00:00.000,True
3839,3307,4,4,5,2014-06-13,2014-06-22,773.96,61.92,19.35,855.22,2014-06-22 00:00:00.000,True
3840,3308,4,4,5,2014-06-13,2014-06-22,1796.04,143.68,44.9,1984.62,2014-06-22 00:00:00.000,True
3841,3309,5,4,5,2014-06-13,2014-06-22,658.95,52.72,16.47,728.14,2014-06-22 00:00:00.000,True
3842,3310,4,4,5,2014-06-13,2014-06-22,34644.23,2771.54,866.11,38281.87,2014-06-22 00:00:00.000,True
3843,3311,4,4,3,2014-06-13,2014-06-22,1581.93,126.55,39.55,1748.03,2014-06-22 00:00:00.000,True
3844,3312,4,4,5,2014-06-13,2014-06-22,146.29,11.7,3.66,161.65,2014-06-22 00:00:00.000,True
3845,3313,4,4,5,2014-06-16,2014-06-25,102.56,8.21,2.56,113.33,2014-06-25 00:00:00.000,True
3846,3314,4,4,5,2014-06-16,2014-06-25,150.79,12.06,3.77,166.62,2014-06-25 00:00:00.000,True
3847,3315,4,4,5,2014-06-16,2014-06-25,13669.43,1093.55,341.74,15104.71,2014-06-25 00:00:00.000,True
3848,3316,4,4,5,2014-06-16,2014-06-25,13458.69,1076.7,336.47,14871.85,2014-06-25 00:00:00.000,True
3849,3317,4,4,2,2014-06-16,2014-06-25,101720.85,8137.67,2543.02,112401.54,2014-06-25 00:00:00.000,True
3850,3318,4,4,1,2014-06-16,2014-06-25,551.88,44.15,13.8,609.83,2014-06-25 00:00:00.000,True
3851,3319,4,4,1,2014-06-16,2014-06-25,6987.75,559.02,174.69,7721.46,2014-06-25 00:00:00.000,True
3852,3320,5,4,2,2014-06-16,2014-06-25,28072.28,2245.78,701.81,31019.86,2014-06-25 00:00:00.000,True
3853,3321,4,4,1,2014-06-16,2014-06-25,1917.3,153.38,47.93,2118.62,2014-06-25 00:00:00.000,True
3854,3322,4,4,1,2014-06-16,2014-06-25,4215.75,337.26,105.39,4658.4,2014-06-25 00:00:00.000,True
3855,3323,4,4,2,2014-06-16,2014-06-25,28297.5,2263.8,707.44,31268.74,2014-06-25 00:00:00.000,True
3856,3324,4,4,2,2014-06-16,2014-06-25,59.94,4.8,1.5,66.24,2014-06-25 00:00:00.000,True
3857,3325,4,4,4,2014-06-16,2014-06-25,1055.57,84.45,26.39,1166.4,2014-06-25 00:00:00.000,True
3858,3326,4,4,5,2014-06-16,2014-06-25,43878.45,3510.28,1096.96,48485.69,2014-06-25 00:00:00.000,True
3859,3327,4,4,4,2014-06-16,2014-06-25,722.45,57.8,18.06,798.31,2014-06-25 00:00:00.000,True
3860,3328,4,4,2,2014-06-16,2014-06-25,24318.53,1945.48,607.96,26871.97,2014-06-25 00:00:00.000,True
3861,3329,4,4,5,2014-06-17,2014-06-26,142.41,11.39,3.56,157.36,2014-06-26 00:00:00.000,True
3862,3330,4,4,2,2014-06-17,2014-06-26,48030.68,3842.45,1200.77,53073.9,2014-06-26 00:00:00.000,True
3863,3331,5,4,2,2014-06-17,2014-06-26,50860.43,4068.83,1271.51,56200.77,2014-06-26 00:00:00.000,True
3864,3332,4,4,1,2014-06-17,2014-06-26,1276.28,102.1,31.91,1410.28,2014-06-26 00:00:00.000,True
3865,3333,4,4,1,2014-06-17,2014-06-26,2003.93,160.31,50.1,2214.34,2014-06-26 00:00:00.000,True
3866,3334,4,4,2,2014-06-17,2014-06-26,28343.7,2267.5,708.59,31319.79,2014-06-26 00:00:00.000,True
3867,3335,4,4,1,2014-06-17,2014-06-26,454.86,36.39,11.37,502.62,2014-06-26 00:00:00.000,True
3868,3336,4,4,5,2014-06-17,2014-06-26,43878.45,3510.28,1096.96,48485.69,2014-06-26 00:00:00.000,True
3869,3337,4,4,2,2014-06-17,2014-06-26,7132.13,570.57,178.3,7881.0,2014-06-26 00:00:00.000,True
3870,3338,4,4,2,2014-06-17,2014-06-26,28343.7,2267.5,708.59,31319.79,2014-06-26 00:00:00.000,True
3871,3339,4,4,4,2014-06-17,2014-06-26,22516.73,1801.34,562.92,24880.98,2014-06-26 00:00:00.000,True
3872,3340,4,4,5,2014-06-17,2014-06-26,34644.23,2771.54,866.11,38281.87,2014-06-26 00:00:00.000,True
3873,3341,4,4,4,2014-06-17,2014-06-26,501.2,40.1,12.53,553.82,2014-06-26 00:00:00.000,True
3874,3342,4,4,5,2014-06-17,2014-06-26,143.04,11.44,3.58,158.06,2014-06-26 00:00:00.000,True
3875,3343,4,4,2,2014-06-17,2014-06-26,28199.33,2255.95,704.98,31160.25,2014-06-26 00:00:00.000,True
3876,3344,4,4,1,2014-06-17,2014-06-26,3713.33,297.07,92.83,4103.22,2014-06-26 00:00:00.000,True
3877,3345,4,4,5,2014-06-18,2014-06-27,63831.08,5106.49,1595.78,70533.34,2014-06-27 00:00:00.000,True
3878,3346,4,4,5,2014-06-18,2014-06-27,13361.04,1068.88,334.03,14763.95,2014-06-27 00:00:00.000,True
3879,3347,4,4,5,2014-06-18,2014-06-27,5711.48,456.92,142.79,6311.18,2014-06-27 00:00:00.000,True
3880,3348,4,4,5,2014-06-18,2014-06-27,696.53,55.72,17.41,769.66,2014-06-27 00:00:00.000,True
3881,3349,4,4,2,2014-06-18,2014-06-27,97.97,7.84,2.45,108.25,2014-06-27 00:00:00.000,True
3882,3350,4,4,4,2014-06-18,2014-06-27,114.47,9.16,2.86,126.49,2014-06-27 00:00:00.000,True
3883,3351,4,4,4,2014-06-18,2014-06-27,132.65,10.61,3.32,146.57,2014-06-27 00:00:00.000,True
3884,3352,4,4,5,2014-06-18,2014-06-27,43878.45,3510.28,1096.96,48485.69,2014-06-27 00:00:00.000,True
3885,3353,4,4,1,2014-06-18,2014-06-27,418.95,33.52,10.47,462.94,2014-06-27 00:00:00.000,True
3886,3354,4,4,4,2014-06-18,2014-06-27,272.44,21.8,6.81,301.05,2014-06-27 00:00:00.000,True
3887,3355,6,4,1,2014-06-18,2014-06-27,461.79,36.94,11.54,510.28,2014-06-27 00:00:00.000,True
3888,3356,4,4,4,2014-06-18,2014-06-27,462.77,37.02,11.57,511.36,2014-06-27 00:00:00.000,True
3889,3357,4,4,2,2014-06-18,2014-06-27,37.08,2.97,0.93,40.97,2014-06-27 00:00:00.000,True
3890,3358,4,4,4,2014-06-18,2014-06-27,21558.08,1724.65,538.95,23821.67,2014-06-27 00:00:00.000,True
3891,3359,4,4,4,2014-06-18,2014-06-27,663.67,53.09,16.59,733.36,2014-06-27 00:00:00.000,True
3892,3360,5,4,5,2014-06-18,2014-06-27,65240.18,5219.21,1631.0,72090.39,2014-06-27 00:00:00.000,True
3893,3361,4,4,4,2014-06-19,2014-06-28,503.09,40.25,12.58,555.91,2014-06-28 00:00:00.000,True
3894,3362,4,4,5,2014-06-19,2014-06-28,273.07,21.85,6.83,301.75,2014-06-28 00:00:00.000,True
3895,3363,4,4,5,2014-06-19,2014-06-28,40471.2,3237.7,1011.78,44720.68,2014-06-28 00:00:00.000,True
3896,3364,4,4,5,2014-06-19,2014-06-28,278.52,22.28,6.96,307.77,2014-06-28 00:00:00.000,True
3897,3365,4,4,5,2014-06-19,2014-06-28,62092.8,4967.42,1552.32,68612.54,2014-06-28 00:00:00.000,True
3898,3366,4,4,5,2014-06-19,2014-06-28,5948.25,475.86,148.71,6572.82,2014-06-28 00:00:00.000,True
3899,3367,4,4,5,2014-06-19,2014-06-28,91117.95,7289.44,2277.95,100685.33,2014-06-28 00:00:00.000,True
3900,3368,4,4,1,2014-06-19,2014-06-28,525.0,42.0,13.13,580.13,2014-06-28 00:00:00.000,True
3901,3369,4,4,5,2014-06-19,2014-06-28,2003.68,160.29,50.09,2214.07,2014-06-28 00:00:00.000,True
3902,3370,4,4,4,2014-06-19,2014-06-28,26455.28,2116.42,661.38,29233.08,2014-06-28 00:00:00.000,True
3903,3371,4,4,2,2014-06-19,2014-06-28,944.37,75.55,23.61,1043.53,2014-06-28 00:00:00.000,True
3904,3372,4,4,4,2014-06-19,2014-06-28,44594.55,3567.56,1114.86,49276.98,2014-06-28 00:00:00.000,True
3905,3373,4,4,5,2014-06-19,2014-06-28,26720.93,2137.67,668.02,29526.62,2014-06-28 00:00:00.000,True
3906,3374,4,4,5,2014-06-19,2014-06-28,37843.58,3027.49,946.09,41817.15,2014-06-28 00:00:00.000,True
3907,3375,4,4,4,2014-06-19,2014-06-28,25531.28,2042.5,638.28,28212.06,2014-06-28 00:00:00.000,True
3908,3376,4,4,4,2014-06-19,2014-06-28,482.52,38.6,12.06,533.18,2014-06-28 00:00:00.000,True
3909,3377,4,4,4,2014-06-20,2014-06-29,125.75,10.06,3.14,138.95,2014-06-29 00:00:00.000,True
3910,3378,4,4,5,2014-06-20,2014-06-29,150.79,12.06,3.77,166.62,2014-06-29 00:00:00.000,True
3911,3379,4,4,4,2014-06-20,2014-06-29,235.9,18.87,5.9,260.67,2014-06-29 00:00:00.000,True
3912,3380,4,4,2,2014-06-20,2014-06-29,8847.3,707.78,221.18,9776.27,2014-06-29 00:00:00.000,True
3913,3381,4,4,5,2014-06-20,2014-06-29,171.08,13.69,4.28,189.04,2014-06-29 00:00:00.000,True
3914,3382,4,4,4,2014-06-20,2014-06-29,20397.3,1631.78,509.93,22539.02,2014-06-29 00:00:00.000,True
3915,3383,4,4,3,2014-06-20,2014-06-29,14628.08,1170.25,365.7,16164.02,2014-06-29 00:00:00.000,True
3916,3384,4,4,3,2014-06-20,2014-06-29,33350.63,2668.05,833.77,36852.44,2014-06-29 00:00:00.000,True
3917,3385,4,4,4,2014-06-20,2014-06-29,475.68,38.05,11.89,525.63,2014-06-29 00:00:00.000,True
3918,3386,4,4,4,2014-06-20,2014-06-29,482.52,38.6,12.06,533.18,2014-06-29 00:00:00.000,True
3919,3387,4,4,5,2014-06-20,2014-06-29,1796.04,143.68,44.9,1984.62,2014-06-29 00:00:00.000,True
3920,3388,4,4,4,2014-06-20,2014-06-29,602.25,48.18,15.06,665.48,2014-06-29 00:00:00.000,True
3921,3389,4,4,5,2014-06-20,2014-06-29,34644.23,2771.54,866.11,38281.87,2014-06-29 00:00:00.000,True
3922,3390,6,4,4,2014-06-20,2014-06-29,1839.51,147.16,45.99,2032.65,2014-06-29 00:00:00.000,True
3923,3391,4,4,5,2014-06-20,2014-06-29,146.29,11.7,3.66,161.65,2014-06-29 00:00:00.000,True
3924,3392,4,4,5,2014-06-20,2014-06-29,102.56,8.21,2.56,113.33,2014-06-29 00:00:00.000,True
3925,3393,4,4,5,2014-06-21,2014-06-30,150.79,12.06,3.77,166.62,2014-06-30 00:00:00.000,True
3926,3394,4,4,5,2014-06-21,2014-06-30,13669.43,1093.55,341.74,15104.71,2014-06-30 00:00:00.000,True
3927,3395,4,4,5,2014-06-21,2014-06-30,2934.54,234.76,73.36,3242.67,2014-06-30 00:00:00.000,True
3928,3396,4,4,2,2014-06-21,2014-06-30,50860.43,4068.83,1271.51,56200.77,2014-06-30 00:00:00.000,True
3929,3397,4,4,1,2014-06-21,2014-06-30,551.88,44.15,13.8,609.83,2014-06-30 00:00:00.000,True
3930,3398,4,4,1,2014-06-21,2014-06-30,6987.75,559.02,174.69,7721.46,2014-06-30 00:00:00.000,True
3931,3399,4,4,2,2014-06-21,2014-06-30,28072.28,2245.78,701.81,31019.86,2014-06-30 00:00:00.000,True
3932,3400,4,4,1,2014-06-21,2014-06-30,37312.28,2984.98,932.81,41230.06,2014-06-30 00:00:00.000,True
3933,3401,4,4,1,2014-06-21,2014-06-30,3407.25,272.58,85.18,3765.01,2014-06-30 00:00:00.000,True
3934,3402,4,4,2,2014-06-21,2014-06-30,28297.5,2263.8,707.44,31268.74,2014-06-30 00:00:00.000,True
3935,3403,4,4,2,2014-06-21,2014-06-30,59.94,4.8,1.5,66.24,2014-06-30 00:00:00.000,True
3936,3404,4,3,4,2014-06-21,2014-06-30,240.72,19.26,6.02,266.0,2014-06-30 00:00:00.000,True
3937,3405,4,4,5,2014-06-21,2014-06-30,43878.45,3510.28,1096.96,48485.69,2014-06-30 00:00:00.000,True
3938,3406,4,4,5,2014-06-21,2014-06-30,544.73,43.58,13.62,601.93,2014-06-30 00:00:00.000,True
3939,3407,4,4,1,2014-06-21,2014-06-30,18641.7,1491.34,466.04,20599.08,2014-06-30 00:00:00.000,True
3940,3408,5,4,5,2014-06-21,2014-06-30,142.41,11.39,3.56,157.36,2014-06-30 00:00:00.000,True
3941,3409,4,4,2,2014-06-22,2014-07-01,48030.68,3842.45,1200.77,53073.9,2014-07-01 00:00:00.000,True
3942,3410,4,4,4,2014-06-22,2014-07-01,421.16,33.69,10.53,465.38,2014-07-01 00:00:00.000,True
3943,3411,4,4,1,2014-06-22,2014-07-01,1276.28,102.1,31.91,1410.28,2014-07-01 00:00:00.000,True
3944,3412,4,4,1,2014-06-22,2014-07-01,2003.93,160.31,50.1,2214.34,2014-07-01 00:00:00.000,True
3945,3413,4,4,4,2014-06-23,2014-07-02,22516.73,1801.34,562.92,24880.98,2014-07-02 00:00:00.000,True
3946,3414,4,4,1,2014-06-23,2014-07-02,454.86,36.39,11.37,502.62,2014-07-02 00:00:00.000,True
3947,3415,4,4,5,2014-06-23,2014-07-02,43878.45,3510.28,1096.96,48485.69,2014-07-02 00:00:00.000,True
3948,3416,4,4,2,2014-06-23,2014-07-02,7132.13,570.57,178.3,7881.0,2014-07-02 00:00:00.000,True
3949,3417,4,4,2,2014-06-23,2014-07-02,28343.7,2267.5,708.59,31319.79,2014-07-02 00:00:00.000,True
3950,3418,4,4,4,2014-06-23,2014-07-02,22516.73,1801.34,562.92,24880.98,2014-07-02 00:00:00.000,True
3951,3419,4,4,5,2014-06-23,2014-07-02,34644.23,2771.54,866.11,38281.87,2014-07-02 00:00:00.000,True
3952,3420,4,4,4,2014-06-23,2014-07-02,247.56,19.8,6.19,273.55,2014-07-02 00:00:00.000,True
3953,3421,4,4,5,2014-06-23,2014-07-02,143.04,11.44,3.58,158.06,2014-07-02 00:00:00.000,True
3954,3422,4,4,2,2014-06-23,2014-07-02,28199.33,2255.95,704.98,31160.25,2014-07-02 00:00:00.000,True
3955,3423,4,4,1,2014-06-23,2014-07-02,3713.33,297.07,92.83,4103.22,2014-07-02 00:00:00.000,True
3956,3424,4,4,5,2014-06-23,2014-07-02,43878.45,3510.28,1096.96,48485.69,2014-07-02 00:00:00.000,True
3957,3425,4,4,5,2014-06-23,2014-07-02,2979.27,238.34,74.48,3292.09,2014-07-02 00:00:00.000,True
3958,3426,4,4,5,2014-06-23,2014-07-02,5711.48,456.92,142.79,6311.18,2014-07-02 00:00:00.000,True
3959,3427,4,4,5,2014-06-23,2014-07-02,776.79,62.14,19.42,858.35,2014-07-02 00:00:00.000,True
3960,3428,4,4,2,2014-06-23,2014-07-02,97.97,7.84,2.45,108.25,2014-07-02 00:00:00.000,True
3961,3429,4,4,4,2014-06-24,2014-07-03,114.47,9.16,2.86,126.49,2014-07-03 00:00:00.000,True
3962,3430,4,4,4,2014-06-24,2014-07-03,132.65,10.61,3.32,146.57,2014-07-03 00:00:00.000,True
3963,3431,4,4,5,2014-06-24,2014-07-03,43878.45,3510.28,1096.96,48485.69,2014-07-03 00:00:00.000,True
3964,3432,4,4,1,2014-06-24,2014-07-03,418.95,33.52,10.47,462.94,2014-07-03 00:00:00.000,True
3965,3433,4,4,4,2014-06-24,2014-07-03,389.66,31.17,9.74,430.57,2014-07-03 00:00:00.000,True
3966,3434,4,4,1,2014-06-24,2014-07-03,461.79,36.94,11.54,510.28,2014-07-03 00:00:00.000,True
3967,3435,4,4,4,2014-06-24,2014-07-03,1656.84,132.55,41.42,1830.8,2014-07-03 00:00:00.000,True
3968,3436,4,4,2,2014-06-24,2014-07-03,37.08,2.97,0.93,40.97,2014-07-03 00:00:00.000,True
3969,3437,4,4,4,2014-06-24,2014-07-03,21558.08,1724.65,538.95,23821.67,2014-07-03 00:00:00.000,True
3970,3438,4,4,4,2014-06-24,2014-07-03,624.3,49.94,15.61,689.85,2014-07-03 00:00:00.000,True
3971,3439,4,4,4,2014-06-24,2014-07-03,20980.58,1678.45,524.51,23183.54,2014-07-03 00:00:00.000,True
3972,3440,4,4,4,2014-06-24,2014-07-03,360.05,28.8,9.0,397.85,2014-07-03 00:00:00.000,True
3973,3441,4,4,4,2014-06-24,2014-07-03,260.47,20.84,6.51,287.82,2014-07-03 00:00:00.000,True
3974,3442,4,4,5,2014-06-24,2014-07-03,40471.2,3237.7,1011.78,44720.68,2014-07-03 00:00:00.000,True
3975,3443,4,4,5,2014-06-24,2014-07-03,414.86,33.19,10.37,458.41,2014-07-03 00:00:00.000,True
3976,3444,4,4,5,2014-06-24,2014-07-03,38421.08,3073.69,960.53,42455.29,2014-07-03 00:00:00.000,True
3977,3445,4,4,5,2014-06-25,2014-07-04,5948.25,475.86,148.71,6572.82,2014-07-04 00:00:00.000,True
3978,3446,4,4,5,2014-06-25,2014-07-04,91117.95,7289.44,2277.95,100685.33,2014-07-04 00:00:00.000,True
3979,3447,4,4,1,2014-06-25,2014-07-04,525.0,42.0,13.13,580.13,2014-07-04 00:00:00.000,True
3980,3448,4,4,5,2014-06-25,2014-07-04,2003.68,160.29,50.09,2214.07,2014-07-04 00:00:00.000,True
3981,3449,4,4,4,2014-06-25,2014-07-04,26455.28,2116.42,661.38,29233.08,2014-07-04 00:00:00.000,True
3982,3450,4,4,2,2014-06-25,2014-07-04,944.37,75.55,23.61,1043.53,2014-07-04 00:00:00.000,True
3983,3451,4,4,1,2014-06-25,2014-07-04,6993.53,559.48,174.84,7727.85,2014-07-04 00:00:00.000,True
3984,3452,5,4,3,2014-06-25,2014-07-04,36122.63,2889.81,903.07,39915.5,2014-07-04 00:00:00.000,True
3985,3453,4,4,5,2014-06-25,2014-07-04,37843.58,3027.49,946.09,41817.15,2014-07-04 00:00:00.000,True
3986,3454,4,4,4,2014-06-25,2014-07-04,25531.28,2042.5,638.28,28212.06,2014-07-04 00:00:00.000,True
3987,3455,5,4,4,2014-06-25,2014-07-04,111.07,8.89,2.78,122.73,2014-07-04 00:00:00.000,True
3988,3456,4,4,4,2014-06-25,2014-07-04,125.75,10.06,3.14,138.95,2014-07-04 00:00:00.000,True
3989,3457,4,4,5,2014-06-25,2014-07-04,150.79,12.06,3.77,166.62,2014-07-04 00:00:00.000,True
3990,3458,4,4,5,2014-06-25,2014-07-04,696.53,55.72,17.41,769.66,2014-07-04 00:00:00.000,True
3991,3459,4,4,2,2014-06-25,2014-07-04,8847.3,707.78,221.18,9776.27,2014-07-04 00:00:00.000,True
3992,3460,4,4,5,2014-06-25,2014-07-04,171.08,13.69,4.28,189.04,2014-07-04 00:00:00.000,True
3993,3461,4,4,4,2014-06-26,2014-07-05,20397.3,1631.78,509.93,22539.02,2014-07-05 00:00:00.000,True
3994,3462,4,4,3,2014-06-26,2014-07-05,14628.08,1170.25,365.7,16164.02,2014-07-05 00:00:00.000,True
3995,3463,4,4,4,2014-06-26,2014-07-05,25334.93,2026.79,633.37,27995.09,2014-07-05 00:00:00.000,True
3996,3464,4,4,5,2014-06-26,2014-07-05,278.52,22.28,6.96,307.77,2014-07-05 00:00:00.000,True
3997,3465,4,4,4,2014-06-26,2014-07-05,111.07,8.89,2.78,122.73,2014-07-05 00:00:00.000,True
3998,3466,4,4,5,2014-06-26,2014-07-05,1796.04,143.68,44.9,1984.62,2014-07-05 00:00:00.000,True
3999,3467,4,4,4,2014-06-26,2014-07-05,748.76,59.9,18.72,827.37,2014-07-05 00:00:00.000,True
4000,3468,4,4,5,2014-06-26,2014-07-05,34644.23,2771.54,866.11,38281.87,2014-07-05 00:00:00.000,True
4001,3469,4,4,4,2014-06-26,2014-07-05,1839.51,147.16,45.99,2032.65,2014-07-05 00:00:00.000,True
4002,3470,4,4,5,2014-06-26,2014-07-05,146.29,11.7,3.66,161.65,2014-07-05 00:00:00.000,True
4003,3471,4,4,5,2014-06-26,2014-07-05,102.56,8.21,2.56,113.33,2014-07-05 00:00:00.000,True
4004,3472,4,4,5,2014-06-26,2014-07-05,150.79,12.06,3.77,166.62,2014-07-05 00:00:00.000,True
4005,3473,4,4,5,2014-06-26,2014-07-05,13669.43,1093.55,341.74,15104.71,2014-07-05 00:00:00.000,True
4006,3474,4,4,5,2014-06-26,2014-07-05,6444.9,515.59,161.12,7121.61,2014-07-05 00:00:00.000,True
4007,3475,4,4,2,2014-06-26,2014-07-05,152581.28,12206.5,3814.53,168602.31,2014-07-05 00:00:00.000,True
4008,3476,4,4,1,2014-06-26,2014-07-05,551.88,44.15,13.8,609.83,2014-07-05 00:00:00.000,True
4009,3477,4,4,1,2014-06-27,2014-07-06,6987.75,559.02,174.69,7721.46,2014-07-06 00:00:00.000,True
4010,3478,4,4,2,2014-06-27,2014-07-06,28072.28,2245.78,701.81,31019.86,2014-07-06 00:00:00.000,True
4011,3479,4,4,1,2014-06-27,2014-07-06,37312.28,2984.98,932.81,41230.06,2014-07-06 00:00:00.000,True
4012,3480,4,4,1,2014-06-27,2014-07-06,7623.0,609.84,190.58,8423.42,2014-07-06 00:00:00.000,True
4013,3481,4,4,2,2014-06-27,2014-07-06,28297.5,2263.8,707.44,31268.74,2014-07-06 00:00:00.000,True
4014,3482,4,4,2,2014-06-27,2014-07-06,59.94,4.8,1.5,66.24,2014-07-06 00:00:00.000,True
4015,3483,4,4,4,2014-06-27,2014-07-06,358.16,28.65,8.95,395.76,2014-07-06 00:00:00.000,True
4016,3484,4,4,5,2014-06-27,2014-07-06,43878.45,3510.28,1096.96,48485.69,2014-07-06 00:00:00.000,True
4017,3485,4,4,4,2014-06-27,2014-07-06,1637.94,131.04,40.95,1809.92,2014-07-06 00:00:00.000,True
4018,3486,4,4,2,2014-06-27,2014-07-06,29989.58,2399.17,749.74,33138.48,2014-07-06 00:00:00.000,True
4019,3487,4,4,5,2014-06-27,2014-07-06,142.41,11.39,3.56,157.36,2014-07-06 00:00:00.000,True
4020,3488,4,4,2,2014-06-27,2014-07-06,48030.68,3842.45,1200.77,53073.9,2014-07-06 00:00:00.000,True
4021,3489,4,4,4,2014-06-27,2014-07-06,12127.74,970.22,303.19,13401.15,2014-07-06 00:00:00.000,True
4022,3490,4,4,1,2014-06-27,2014-07-06,1276.28,102.1,31.91,1410.28,2014-07-06 00:00:00.000,True
4023,3491,4,4,1,2014-06-27,2014-07-06,2003.93,160.31,50.1,2214.34,2014-07-06 00:00:00.000,True
4024,3492,4,4,2,2014-06-27,2014-07-06,28343.7,2267.5,708.59,31319.79,2014-07-06 00:00:00.000,True
4025,3493,4,4,1,2014-06-28,2014-07-07,454.86,36.39,11.37,502.62,2014-07-07 00:00:00.000,True
4026,3494,4,4,5,2014-06-28,2014-07-07,43878.45,3510.28,1096.96,48485.69,2014-07-07 00:00:00.000,True
4027,3495,4,4,2,2014-06-28,2014-07-07,7132.13,570.57,178.3,7881.0,2014-07-07 00:00:00.000,True
4028,3496,4,4,2,2014-06-28,2014-07-07,28343.7,2267.5,708.59,31319.79,2014-07-07 00:00:00.000,True
4029,3497,4,4,4,2014-06-28,2014-07-07,22516.73,1801.34,562.92,24880.98,2014-07-07 00:00:00.000,True
4030,3498,4,4,5,2014-06-28,2014-07-07,34644.23,2771.54,866.11,38281.87,2014-07-07 00:00:00.000,True
4031,3499,4,4,5,2014-06-28,2014-07-07,694.17,55.53,17.35,767.05,2014-07-07 00:00:00.000,True
