CUSTOMERKEY,CUSTOMERID,STOREID,TERRITORYKEY,ACCOUNTNUMBER,CUSTOMERMODIFIEDDATE,STORENAME,STOREMODIFIEDDATE,STORECATEGORY,ISCURRENT,STARTDATE,ENDDATE,HASHDIFF
24583,29709,802.0,1,AW00029709,2014-09-12 11:15:07.263,Successful Sales Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,fafa3d35f08cde5afc375603b311653e453697ab31b8f671fd4e4f086650bca8
24584,29710,804.0,1,AW00029710,2014-09-12 11:15:07.263,Downtown Hotel,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,17db0479893378f1b96ee7bf95f9e571a09594d414a78ea91f1059f3e7a2cab0
24585,29711,806.0,6,AW00029711,2014-09-12 11:15:07.263,Certified Sports Supply,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,5d6eced333fc1853ec9e08cdc9162f81606af203c2917c03aff6a0134f1a5e80
24586,29712,808.0,7,AW00029712,2014-09-12 11:15:07.263,Registered Cycle Store,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,d300258403417884b22532ee77e73c0f254c6d4c12493ff722d4fbe9b78a1955
24587,29713,810.0,10,AW00029713,2014-09-12 11:15:07.263,Rampart Amusement Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,937d1b087d636b857f7f20a6b7609a4a1e5b63f1ef0f67df99f768e62889a095
24588,29714,812.0,6,AW00029714,2014-09-12 11:15:07.263,Sundry Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,41c13dd7e9ffe4b58fba2a0dbd7df0436e2843c8ab090cea4369b30d5736ffa9
24589,29715,814.0,5,AW00029715,2014-09-12 11:15:07.263,Excellent Riding Supplies,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,2af369562a8472bc42205a53a3e689688e44b44da582d3539f9e9807e3cf1d5d
24590,29716,816.0,4,AW00029716,2014-09-12 11:15:07.263,Farthermost Bike Shop,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,89e7336396fcf7a8bbaa9c9e937925c521c3037139845d7c9cbdfe4e124be359
24591,29717,818.0,1,AW00029717,2014-09-12 11:15:07.263,Suburban Cycle Shop,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,b26b62ca01b13fb32308fee200cd6bca8a26d9326cf48a9751a73916552f2068
24592,29718,820.0,2,AW00029718,2014-09-12 11:15:07.263,Weekend Tours,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,436283062023b8ed20374ec0b3109181761d1778d8b19213675ebb171335ff8e
24593,29719,822.0,1,AW00029719,2014-09-12 11:15:07.263,Racing Bike Outlet,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,260188664ab8200d1307c99b2406a6f9ae77003cf36b9ca11f9137ef1f2808be
24594,29720,824.0,1,AW00029720,2014-09-12 11:15:07.263,Utilitarian Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,ffc2f0a183e59c63c82328b31da31491c846bcebc3831dbcd7729e5547ac9c76
24595,29721,826.0,5,AW00029721,2014-09-12 11:15:07.263,Bike Goods ,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,640a456d8e718a4fcf6c1147f455294998aa02c48148cb3b1e398e5468ab99a9
24596,29722,828.0,6,AW00029722,2014-09-12 11:15:07.263,Vigorous Exercise Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,bb5e01719fd55db031b52ccee9edeb88bb7095225956b04a58cd20b0cb6d92a9
24597,29723,830.0,8,AW00029723,2014-09-12 11:15:07.263,Showcase for Cycles,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,67dd01c44150cad25768ba8288695587bdc2a9048ac4df722391d9f18015b48b
24598,29724,832.0,2,AW00029724,2014-09-12 11:15:07.263,Lease-a-Bike Shop,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,395d3b0f41e7810aeb789886d90feafc04d203bb1b39c09acebdf8e7445d9b05
24599,29725,834.0,8,AW00029725,2014-09-12 11:15:07.263,Functional Store South,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,f253df955355308daf1ab053ba48468b728533054e8bb809f6486b75c40d87c6
24600,29726,836.0,2,AW00029726,2014-09-12 11:15:07.263,Active Cycling,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,1b178ed534e0a94a22f75b1d4e99d3a61fbe47a11743758b29511f2e518843d3
24601,29727,838.0,1,AW00029727,2014-09-12 11:15:07.263,Stock Parts and Supplies,2014-09-12 11:15:07.497,Parts Supplier,True,2006-06-23,9999-12-31 00:00:00,7669e4f368c19c091ddadead9d495c353edad621f73b8073b72bf7ffc2ed1e42
24602,29728,840.0,1,AW00029728,2014-09-12 11:15:07.263,Roadway Supplies,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,162f2a7e4f8a4aa396e415d9771d08a6fe5cb309ebe443449e845bd1abefcbea
24603,29729,842.0,5,AW00029729,2014-09-12 11:15:07.263,Sensational Discount Store,2014-09-12 11:15:07.497,Discount Store,True,2006-06-23,9999-12-31 00:00:00,15cddcb9f4880d1bd119f286ba598666a021f024dbbd1d46cf760acf3fef4225
24604,29730,844.0,6,AW00029730,2014-09-12 11:15:07.263,Future Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,b035294f7947f8ae671ab6fa7416c7609c32fb9a2efdbda2e3824397f821938d
24605,29731,846.0,2,AW00029731,2014-09-12 11:15:07.263,Super Sports Store,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,be186990acda222ed6aabc0f6152c884e8679e227653c8d3bbc9df66e387f2df
24606,29732,848.0,4,AW00029732,2014-09-12 11:15:07.263,Satin Finish Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,91874f96a01255a7477dd3676a78cb6f6d510074300faf56e432f3c6f8379953
24607,29733,850.0,4,AW00029733,2014-09-12 11:15:07.263,Regional Manufacturing,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,27a8a515189bb733eea67e06c5f64308be8d914f4b76b4bdcc8ba2741d87f488
24608,29734,852.0,6,AW00029734,2014-09-12 11:15:07.263,Original Bicycle Supply Company,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,888706c41cd1dd0374d1433378285771d76a985902927c73b89efb3d0ce7d27d
24609,29735,854.0,7,AW00029735,2014-09-12 11:15:07.263,First Center,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,1fb0ccb15d3d2f17df8330cf5ba14b2c23643e222c832876a96d354aa2d61ca9
24610,29736,856.0,10,AW00029736,2014-09-12 11:15:07.263,Action Bicycle Specialists,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,0a9bd33924cc1f30f114d6b5f95f92c0554e5d90cf6cdccd99d63d064138269a
24611,29737,858.0,1,AW00029737,2014-09-12 11:15:07.263,Roadway Bike Emporium,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,36f75c746590350476c1077793644019947792c8b4577c4d5cac2e4ae55e6c55
24612,29738,860.0,3,AW00029738,2014-09-12 11:15:07.263,Sleek Bikes ,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,55d80d4a51fc4f67712021cb95ce804a01b513520b01107e4b4ee8f184f113b0
24613,29739,862.0,4,AW00029739,2014-09-12 11:15:07.263,Retail Sporting Equipment,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,adf206c9095fa31f544d865281a70fa810ccc43822674f002007a0fdfc1f69de
24614,29740,864.0,6,AW00029740,2014-09-12 11:15:07.263,Price-Cutter Discount Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,aafc0e225c6bf3c5abe84c59dde3fc29e93e62e237b74c8bbc7c3d9d5e4cc4e7
24615,29741,868.0,10,AW00029741,2014-09-12 11:15:07.263,Central Bicycle Specialists,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,836cd5ad63d81819760b17042634995d283232cb64aab4267877c87c8f132ce8
24616,29742,870.0,1,AW00029742,2014-09-12 11:15:07.263,Vast Bike Sales and Rental,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,d9603979efb7bd43f5245ce100eb96afb88cfefa2207fc70dc8eab69d8ce83ed
24617,29743,872.0,3,AW00029743,2014-09-12 11:15:07.263,Summer Sports Place,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,e79555d670f20d9e481e801b76bc7a23bf74d5bed20c23f7354ccf61fed0850e
24618,29744,874.0,4,AW00029744,2014-09-12 11:15:07.263,Real Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,4668cc3d0e680b5068c640508caa1d499ab4a5af6daf99577f0e6b327832f68f
24619,29745,876.0,8,AW00029745,2014-09-12 11:15:07.263,Versatile Sporting Goods Company,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,93e78a0fc4ca5530eb407fa9b94350a5ba961dc790ae3d77520ec35c17266d25
24620,29746,878.0,2,AW00029746,2014-09-12 11:15:07.263,Bicycle Outfitters,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,7841123d4dc1b480680c3d2f3483dd749a00e246876664bcf3815340c468cfdc
24621,29747,880.0,1,AW00029747,2014-09-12 11:15:07.263,The Bike Shop,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,ca62763eccf79d8a68077a43a69cbc1028d7084fbc414725b6fc70e3f7703267
24622,29748,882.0,4,AW00029748,2014-09-12 11:15:07.263,Safe Toys,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,c4609e1100cca04ea66c3a24d8e6ced4851c5f5ec8eaa42f79e2e97cc8e39044
24623,29749,884.0,5,AW00029749,2014-09-12 11:15:07.263,Qualified Sales and Repair Services,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,9c859845564b58b3751870632b33b43ef41650555d197a125c744607475f062f
24624,29750,886.0,6,AW00029750,2014-09-12 11:15:07.263,Our Sporting Goods Store,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,169d7bb54fb3e7bcefbe053608fc24b5152fdaa634c9a4f357ffde394d29e486
24625,29751,888.0,8,AW00029751,2014-09-12 11:15:07.263,Lustrous Paints and Components,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,90ed32e80f5ed8c0bd5ce2cd8f8426377d5b5c6323fd124397d06a8e31992d5b
24626,29752,890.0,2,AW00029752,2014-09-12 11:15:07.263,Expert Sports Store,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,ebe2ec70b4156b01eea906bd3b3b5bd7571c53ff8311da06cfa93f875b5cf539
24627,29753,892.0,1,AW00029753,2014-09-12 11:15:07.263,Coho Sports,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,d8119d89ac497c7771c4205b99d420ec21975b3dea1b72dc7e49ed358af9c8f5
24628,29754,894.0,9,AW00029754,2014-09-12 11:15:07.263,Jumbo Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,ff23598ce442ce77f7b09c1f8b9c817d9fd97b7ac1eba8e8d81e95516aa18374
24629,29755,896.0,6,AW00029755,2014-09-12 11:15:07.263,Quick Delivery Service,2014-09-12 11:15:07.497,Delivery Service,True,2006-06-23,9999-12-31 00:00:00,854ecb63de66e356c2b0383a32e7bea8d946986e32f1e29f3c86fbd81c6349ed
24630,29756,898.0,5,AW00029756,2014-09-12 11:15:07.263,Tough and Reliable Parts,2014-09-12 11:15:07.497,Parts Supplier,True,2006-06-23,9999-12-31 00:00:00,10afba44ea18773f35b001981ffa9e55f96545ae8beaf0cac2d399804e0078b4
24631,29757,900.0,4,AW00029757,2014-09-12 11:15:07.263,Basic Sports Equipment,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,7bf0d9366f6a55012be592089918e19e1c633d9e36816cccd16720e6bc652ad5
24632,29758,902.0,4,AW00029758,2014-09-12 11:15:07.263,Cash & Carry Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,47975c8adb0e3b5e60e46850130b5cf5b4378c838636423ecd43bb3fc41842a3
24633,29759,904.0,2,AW00029759,2014-09-12 11:15:07.263,Convenient Bike Shop,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,290f8ad11d6db4216d81ef5f8750f7ce3b6bdb175bcc597433fc70b705f4de98
24634,29760,906.0,9,AW00029760,2014-09-12 11:15:07.263,Fitness Bike Accessories,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,2783e5a06f275ebfe1423937db949ed58cfadaa8d344ed9f356e4c9d5a865bef
24635,29761,908.0,6,AW00029761,2014-09-12 11:15:07.263,General Bike Corporation,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,2d5cae193d384a464ffdf57bab9779edc9aa64d3023cda8f286d387882267c8d
24636,29762,910.0,5,AW00029762,2014-09-12 11:15:07.263,Quitting Business Distributors,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,5d898bebaa9340219f5692636ae6d595d60e24b5d85ecb51e8d2f00c9915f012
24637,29763,912.0,4,AW00029763,2014-09-12 11:15:07.263,Retail Cycle Shop,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,dc171238ccd6059f5f3d35129e7c5476da84894d75c2772367230052c0d937e5
24638,29764,914.0,4,AW00029764,2014-09-12 11:15:07.263,Social Activities Club,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,51ab363866b2344c8a7468251ffda9351fc3be084d4f8560157f0466fc39151b
24639,29765,916.0,3,AW00029765,2014-09-12 11:15:07.263,Blue Bicycle Company,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,5491a3f0cf67a3c16b99dd953fde8c5c5ffd290473437f282b49987c9d578f8b
24640,29766,920.0,6,AW00029766,2014-09-12 11:15:07.263,General Riding Supplies,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,d862c8e81d91579171bade25f77e36c8e95b1d5092700cb584bcc10771706063
24641,29767,922.0,5,AW00029767,2014-09-12 11:15:07.263,Parts Shop,2014-09-12 11:15:07.497,Parts Supplier,True,2006-06-23,9999-12-31 00:00:00,706615e7db11a9d194d0236027b0005faef0f2da2014c2d20e5c1104f27e5b19
24642,29768,924.0,4,AW00029768,2014-09-12 11:15:07.263,Riding Excursions,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,b7ffe4c59751615dcbf195ed39a960f03095e4d706c4db0ee2b6c5e3c87b0e7d
24643,29769,926.0,3,AW00029769,2014-09-12 11:15:07.263,Unique Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,a95238ea5cd21b6f7a58e3abe456a3a4cf2a1ac7b4873ab110f17fb6cdbbbc04
24644,29770,928.0,6,AW00029770,2014-09-12 11:15:07.263,Rural Cycle Emporium,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,e2f457c07012de04f73cc9e5f26cdb5e7820569d5f04883d5f2640604c021bc7
24645,29771,930.0,1,AW00029771,2014-09-12 11:15:07.263,Associated Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,e6944598858be5d6ab4ed7031eea9cd3c644e7570e4c7747be9bc291c835ea84
24646,29772,932.0,4,AW00029772,2014-09-12 11:15:07.263,Modular Cycle Systems,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,ef035bf6c25e0258af8cfd4f1d412cdb519e0227bb097cec4f657bb6e00ba4f9
24647,29773,934.0,1,AW00029773,2014-09-12 11:15:07.263,A Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,0a5e808f026114cf729c18b48104b030d9a3c004d41315428c5b9e07c5574a58
24648,29774,936.0,4,AW00029774,2014-09-12 11:15:07.263,Journey Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,4e66768b85766ae71f3043829a53a588d2fbd15e679ae78464b071f3ed87a798
24649,29775,938.0,1,AW00029775,2014-09-12 11:15:07.263,Two Bike Shops,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,3fa18f2eae0acc9e2a847687298ba615836865d31a144ae5ad62ed4bf046ee27
24650,29776,940.0,10,AW00029776,2014-09-12 11:15:07.263,Cycles Wholesaler & Mfg.,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,9c05cddf96fd7210168a19e78505cf7423d51ad4013a00b4f1c6274a68186162
24651,29777,942.0,7,AW00029777,2014-09-12 11:15:07.263,Wheels Inc.,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,a79c2afd6e0cefe1d459a3d4244b64d4f25f6d34143c7754d63ee6b076b80154
24652,29778,944.0,10,AW00029778,2014-09-12 11:15:07.263,Number One Bike Co.,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,49be2ed4d27296999e327c764e957ce6e518669f39654999891081c5a2afe2cc
24653,29779,946.0,7,AW00029779,2014-09-12 11:15:07.263,Racing Supply Distributors,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,923f6ec9868de1c32a16d45bf562dce6babc3a5d2cd759a6542c54d177d4ea85
24654,29780,948.0,6,AW00029780,2014-09-12 11:15:07.263,Standard Bikes,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,3be1e55f599893bcbe682fdb48322991087afcd2853f6af768f657c9c49a073e
24655,29781,950.0,4,AW00029781,2014-09-12 11:15:07.263,The Bicycle Accessories Company,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,eb60757a6c16153cbe197408e05b340e4ed8e2a1b5dfc88943f4aa91855def12
24656,29782,952.0,3,AW00029782,2014-09-12 11:15:07.263,Active Systems,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,5a715f9653ca5fbc96516574d47c9d591bb6c8c6a918508969acc2407cdae54b
24657,29783,954.0,3,AW00029783,2014-09-12 11:15:07.263,Futuristic Sport Distributors,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,a3b9bfdee8411690348c49d597d05dd415034b2343673ddcdeec11dad9c2b8db
24658,29784,958.0,4,AW00029784,2014-09-12 11:15:07.263,Big-Time Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,9086f53656e5811a0febc1aa23507bbbf958ac749f83722995265f2384b91759
24659,29785,960.0,6,AW00029785,2014-09-12 11:15:07.263,The Showroom,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,c477e5ac84169c057d008e3aa98de443323a7450a4793a6c97f45a07859f37a4
24660,29786,962.0,7,AW00029786,2014-09-12 11:15:07.263,Spa and Exercise Outfitters,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,14dbfbbff3ac353bdd5eeb37cebb416a0ba7f788f3645eedfb8c2ed10cf03f75
24661,29787,964.0,1,AW00029787,2014-09-12 11:15:07.263,Year-Round Sports,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,d0a7090f85fdbd87ff8936701cc74d489610f7cca1c5c6762c630ac217d5e25c
24662,29788,966.0,4,AW00029788,2014-09-12 11:15:07.263,The New Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,3943a82b4e6fd0a4b463ea0654fe214d2a6be78859a093a75a2d830f2f6eb7a0
24663,29789,970.0,6,AW00029789,2014-09-12 11:15:07.263,Primary Bike Distributors,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,4501c4d2f9a69f46f929346840a459d9d092b639241ec21b4d4ed04c1827292a
24664,29790,972.0,9,AW00029790,2014-09-12 11:15:07.263,Major Bicycle Store,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,8c8d07b31a09a78423ab8bbe1b275e3a0807c29057567f897063a58f4fe8d75e
24665,29791,974.0,2,AW00029791,2014-09-12 11:15:07.263,Leather and Vinyl Manufacturing,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,84c3be59ffbaf8effc12fb39ebf42bfc60c1f93bf58fe027006c453b386b2cde
24666,29792,976.0,4,AW00029792,2014-09-12 11:15:07.263,Genial Bike Associates,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,f7d69c008591e31c59d7dc08f6cdcac4ed66d51e730a80d6ce59608e2602cdb6
24667,29793,978.0,4,AW00029793,2014-09-12 11:15:07.263,Commercial Sporting Goods,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,a6ca7f366c92b98f7eb838dfcc056e53a60d912634393c1021e5e5a876152552
24668,29794,980.0,6,AW00029794,2014-09-12 11:15:07.263,Wholesale Parts,2014-09-12 11:15:07.497,Parts Supplier,True,2006-06-23,9999-12-31 00:00:00,c415e56000fc5fabf1507e919f79cbb8f053aba56e0bebd71c3ec054b64d8d68
24669,29795,982.0,7,AW00029795,2014-09-12 11:15:07.263,Steel Inc.,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,c5b4ca0b7738508ab053803348e76e5b51a89138c21ac75cb310b8f9defc327e
24670,29796,984.0,10,AW00029796,2014-09-12 11:15:07.263,Riding Cycles,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,7e70dbc8697172614e7c3919cced9ccc9e14d3805e15c0c2590bd0d7bf0ee6d9
24671,29797,986.0,6,AW00029797,2014-09-12 11:15:07.263,Metro Manufacturing,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,b1a559d2489194c2813a3e7cc9ba520732f951770f754189814ffdd31c15e7ce
24672,29798,988.0,5,AW00029798,2014-09-12 11:15:07.263,Manufacturers Inc,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,34e08fa742e0829bb5c6c53c017c3e9a615f837f98c0d1d936e9dcabf1b527fc
24673,29799,990.0,4,AW00029799,2014-09-12 11:15:07.263,Locks Company,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,0dcaa3ace25b8c713286b073fb62bb92a13c3cadd7fd47de123e9be0ad21a89b
24674,29800,992.0,1,AW00029800,2014-09-12 11:15:07.263,Latest Accessories Sales,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,9450000f85099f78d7b0af3b0a0c64165d255e1ab2a024b9f8c0628e32e394e3
24675,29801,994.0,2,AW00029801,2014-09-12 11:15:07.263,Incomparable Bicycle Store,2014-09-12 11:15:07.497,Cycle Store,True,2006-06-23,9999-12-31 00:00:00,c62db97d4bb4ff69a5eb589e99c222ddcde40fd0c365ac31c5316b132b3ac4d8
24676,29802,996.0,8,AW00029802,2014-09-12 11:15:07.263,Hometown Riding Supplies,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,ca470316688827acca29a4099e81e68b8e500f20a58af6e7a83505f2bf5911ce
24677,29803,998.0,6,AW00029803,2014-09-12 11:15:07.263,Greater Bike Store,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,5ef296dba862f8ee51995697ce3725ef1088e02fd16d765fea2254c375733ada
24678,29804,1000.0,5,AW00029804,2014-09-12 11:15:07.263,Games and Sport Supply Company,2014-09-12 11:15:07.497,Sports Store,True,2006-06-23,9999-12-31 00:00:00,89daa06e41281840568f93bf51c942166619053250b0acdf7a7fa2b3ac6c305d
24679,29805,1002.0,4,AW00029805,2014-09-12 11:15:07.263,Distant Inn,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,3ce512e53d9fbf50cded8092732772a8b0f116ef127234461c23611d7cdb1404
24680,29806,1004.0,1,AW00029806,2014-09-12 11:15:07.263,Finer Mart,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,2e9399b87e5de6375f8f3c889d091ec1525bdf75e5e86b0e4bf9f75696d945c2
24681,29807,1010.0,6,AW00029807,2014-09-12 11:15:07.263,Cross-Country Riding Supplies,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,c82ad95650bdf950706d79da6d60a36d100f5d7115742769e9c9544ed8b7e930
24682,29808,1012.0,5,AW00029808,2014-09-12 11:15:07.263,Stylish Department Stores,2014-09-12 11:15:07.497,Department Store,True,2006-06-23,9999-12-31 00:00:00,389b83f85c9b001f5c9e2c98ea6b1be04fc88fffc3caf73eebf5d44533752760
24683,29809,1014.0,4,AW00029809,2014-09-12 11:15:07.263,Bike World,2014-09-12 11:15:07.497,Bike Store,True,2006-06-23,9999-12-31 00:00:00,bf0a1c37868f0a47d24c3b7b7f232ad172e84d42a921a14b2dfd5086b84f41d5
24684,29810,1016.0,1,AW00029810,2014-09-12 11:15:07.263,Central Discount Store,2014-09-12 11:15:07.497,Discount Store,True,2006-06-23,9999-12-31 00:00:00,a17059776f216b61f7436ab2bc002a073a64a439a53d0f604e551f17ae7e268c
24685,29811,1018.0,5,AW00029811,2014-09-12 11:15:07.263,Trusted Catalog Store,2014-09-12 11:15:07.497,General Store,True,2006-06-23,9999-12-31 00:00:00,d3fb5089c28b95d3c0ab8589103dfbdc50cf45da8d2e74746eade343ff93ff9e
